ProdID,AirTemp,ProcTemp,Rotation,Torque,ToolWear,Failure
L53013,301.3,311.2,1457,44.5,14,0
L53014,301.3,311.3,1434,49.8,16,0
L53015,301.3,311.2,1668,30.1,18,0
L53016,301.2,311.1,1550,39.7,20,0
L53022,301.4,311.2,1355,50.6,37,0
L53023,301.5,311.2,1700,28.8,39,0
L53024,301.4,311.1,1462,37.1,41,0
L53026,301.4,311.3,1674,33.3,46,0
L53027,301.4,311.3,1397,42.3,48,0
L53028,301.4,311.3,2323,15.9,50,0
L53030,301.3,311.1,1560,35.3,55,0
L53031,301.2,311,1573,32.8,57,0
L53033,301.2,311,1567,35.1,64,0
L53034,301.2,310.9,1416,53.3,66,0
L53037,301.3,310.9,1760,23.9,76,0
L53038,301.3,311,1348,44.5,78,0
L53039,301.3,311,1542,33.6,80,0
L53040,301.3,310.9,1566,33.1,82,0
L53041,301.3,311,1554,47.7,84,0
L53042,301.4,311,1470,40.6,86,0
L53046,301.5,311.1,1459,45.1,97,0
L53047,301.5,311,1494,45.3,99,0
L53048,301.5,311.1,1731,27.9,101,0
L53049,301.5,311.1,2076,18.7,103,0
L53050,301.5,311.1,2055,16.8,105,0
L53051,301.5,311.1,1469,49.5,107,0
L53056,301.5,311.1,1426,52.1,121,0
L53057,301.5,311.1,1458,41.4,123,0
L53058,301.4,311,1533,45.8,125,0
L53059,301.4,311,1701,28.4,127,0
L53060,301.5,311.1,1434,49.6,129,0
L53061,301.4,311.1,1952,22.7,131,0
L53062,301.4,311.1,1469,36.9,133,0
L53063,301.4,311.1,1800,26,135,0
L53065,301.3,311.1,1647,28.2,140,0
L53066,301.4,311.1,1494,41.9,142,0
L53070,301.4,311,1634,32.6,155,0
L53071,301.4,311,1334,53.3,157,0
L53072,301.4,311.1,1472,44.5,159,0
L53074,301.2,310.9,1597,37.9,164,0
L53076,301.1,310.8,1274,55.7,169,0
L53078,301,310.7,1300,57.2,174,0
L53081,301,310.7,1464,45.8,184,0
L53082,300.9,310.6,1598,35.4,186,0
L53083,300.9,310.5,1894,21.9,188,0
L53086,300.7,310.3,1533,35.6,198,0
L53094,300.7,310.3,1592,36,14,0
L53096,300.6,310.2,1555,41.9,19,0
L53097,300.6,310.2,1341,52.6,21,0
L53098,300.6,310.1,1541,42,23,0
L53099,300.6,310.3,1414,50.6,25,0
L53100,300.5,310.2,1764,25.9,27,0
L53101,300.5,310.3,1336,57.1,29,0
L53102,300.5,310.3,1435,43.3,31,0
L53104,300.3,310.2,1369,48.8,36,0
L53106,300.2,310.1,1440,51.1,41,0
L53107,300.2,310.1,1649,30.5,43,0
L53109,300.3,310.2,1471,45.2,48,0
L53110,300.3,310.3,1483,51.6,50,0
L53111,300.3,310.4,1336,54.4,52,0
L53112,300.5,310.5,1515,36.6,54,0
L53113,300.5,310.5,1373,47.4,56,0
L53115,300.5,310.5,1646,34.5,63,0
L53118,300.5,310.4,1702,33.1,71,0
L53119,300.5,310.5,1409,60.9,73,0
L53121,300.6,310.7,1438,48.5,78,1
L53122,300.7,310.7,1450,43.4,80,0
L53123,300.7,310.7,1541,41.3,82,0
L53126,300.7,310.8,1496,46.4,90,0
L53128,300.7,310.8,2113,18.5,95,0
L53130,300.7,310.8,1689,28.9,100,0
L53131,300.7,310.9,1650,29.4,102,0
L53132,300.7,310.8,1563,33.8,104,0
L53134,300.8,310.9,1732,25.7,109,0
L53135,300.7,310.8,1653,31.6,111,0
L53136,300.7,310.9,1535,37.1,113,0
L53137,300.7,310.9,1637,37.2,115,0
L53138,300.6,310.8,1533,38.5,117,0
L53139,300.6,310.8,1378,51.2,119,0
L53140,300.5,310.7,1606,33.5,121,0
L53141,300.3,310.7,1539,32.3,123,0
L53142,300.5,310.8,1728,26.3,125,0
L53146,300.4,310.8,1396,49.3,142,0
L53147,300.4,310.8,1390,52.5,144,0
L53148,300.4,310.8,1348,56,146,0
L53150,300.4,310.8,1520,37.6,151,0
L53151,300.5,310.8,1509,33,153,0
L53152,300.5,310.8,1445,46.6,155,0
L53153,300.5,310.8,1354,51.8,157,0
L53154,300.5,310.7,1488,39.4,159,0
L53157,300.6,310.7,1750,30.6,171,0
L53158,300.5,310.6,1448,46.3,173,0
L53162,300.7,310.8,1486,37.1,186,0
L53165,300.7,310.7,1314,42.4,198,0
L53166,300.6,310.7,1440,52.5,200,0
L53167,300.7,310.8,1608,39.5,202,0
L53169,300.7,310.7,1507,46.1,209,0
L53171,300.7,310.7,1416,40.4,214,0
L53172,300.7,310.6,1288,47.2,216,0
L53174,300.6,310.4,1608,39.2,221,0
L53175,300.6,310.3,1920,22.3,223,0
L53182,300.5,310.3,1683,31.5,8,0
L53183,300.4,310.2,1529,36.2,10,0
L53184,300.5,310.4,1761,26.5,12,0
L53185,300.6,310.5,1570,38.3,14,0
L53188,300.7,310.7,1431,39.3,22,0
L53189,300.6,310.6,1931,22,24,0
L53191,300.8,310.8,1564,36.2,31,0
L53193,300.7,310.8,1597,30.5,38,0
L53196,300.7,310.7,1425,45.3,48,0
L53197,300.8,310.9,1398,38.2,50,0
L53199,300.7,310.8,1519,43.9,55,0
L53200,300.7,310.8,1619,34.9,57,0
L53201,300.7,310.8,1814,21.4,59,0
L53202,300.7,310.9,1521,39.4,61,0
L53204,300.7,310.9,1356,65.3,66,1
L53205,300.7,311,1336,53.3,68,0
L53206,300.7,311,1403,48.3,70,0
L53208,300.6,310.9,1472,47.6,75,0
L53210,300.6,310.7,1397,53.7,80,0
L53211,300.6,310.7,1455,40.6,82,0
L53212,300.7,310.8,1754,27.7,84,0
L53213,300.6,310.9,1471,37.9,86,0
L53217,300.7,311.1,1426,46.2,97,0
L53218,300.7,311,1496,38.3,99,0
L53219,300.6,310.9,1433,42.6,101,0
L53225,300.8,310.9,1311,55.8,118,0
L53226,300.9,311,1316,56.5,120,0
L53231,300.9,311,1382,51.2,136,0
L53232,300.9,311,2003,20.2,138,0
L53233,300.8,310.9,1748,29.9,140,0
L53235,300.7,310.8,1475,42,147,0
L53236,300.8,310.8,1634,29.2,149,0
L53237,300.8,310.8,1689,32.9,151,0
L53239,300.9,311,2235,15.8,156,0
L53240,301,311.1,1615,35.6,158,0
L53243,301.1,311.1,1450,43.3,168,0
L53244,301.1,311.1,1889,23.8,170,0
L53245,301,310.9,1568,38.2,172,0
L53246,301,311,1804,25.8,174,0
L53247,301,311,1582,37.5,176,0
L53249,300.9,310.9,1601,34,181,0
L53250,300.9,310.9,1615,32,183,0
L53255,301,310.9,1813,28.5,197,0
L53256,301,310.9,1492,36.7,199,0
L53257,300.9,310.7,1479,43.3,201,0
L53258,300.8,310.7,1339,59.1,203,1
L53260,300.9,310.7,1468,36.2,208,0
L53261,300.9,310.7,1517,41.7,210,0
L53262,300.9,310.7,1352,46.4,212,0
L53263,300.9,310.7,1389,50,214,0
L53265,300.9,310.6,1538,36.7,3,0
L53266,300.9,310.8,1482,37,5,0
L53268,300.9,310.8,1476,39,10,0
L53269,300.9,310.7,1509,37.5,12,0
L53270,300.9,310.8,1708,29.1,14,0
L53271,300.9,310.7,1412,57.5,16,0
L53272,300.9,310.7,1658,28.5,18,0
L53273,301,310.8,1375,57.2,20,0
L53281,300.7,310.6,1616,29.6,47,0
L53282,300.7,310.7,1442,43.2,49,0
L53283,300.8,310.8,1407,45.1,51,0
L53286,300.9,311,1432,48.1,59,0
L53287,300.9,311,1438,49,61,0
L53290,300.7,310.8,1534,41.3,69,0
L53292,300.7,310.8,1925,22,74,0
L53295,300.8,310.9,1457,47.7,82,0
L53296,300.8,310.9,1453,43.9,84,0
L53297,300.8,311,1578,44.4,86,0
L53299,300.9,311.1,1471,39.3,91,0
L53301,300.9,311.1,1457,37.4,96,0
L53302,301,311,1402,55.3,98,0
L53303,300.9,310.9,1477,41.5,100,0
L53305,300.9,310.9,1995,20.2,105,0
L53306,300.9,310.9,1370,52.5,107,0
L53307,300.9,310.9,1228,66.4,109,0
L53308,300.9,311,1499,38,111,0
L53310,301,310.9,1473,44.2,116,0
L53312,301.1,311.1,1429,42.5,123,0
L53313,301.1,311.1,1470,40.9,125,0
L53314,301,311,1581,37,127,0
L53315,301,310.9,1740,28.9,129,0
L53319,300.8,310.7,1586,33.4,142,0
L53320,300.8,310.7,1589,34.3,144,0
L53321,300.8,310.8,1486,45.7,146,0
L53322,300.9,310.9,1755,27.9,148,0
L53328,301.1,311.2,1564,37,165,0
L53330,301.1,311.1,1711,29.1,170,0
L53331,301.1,311.2,1555,35.3,172,0
L53333,301,311.1,1236,64.4,177,1
L53335,301,311,1634,31.2,182,0
L53336,301.1,311.1,1508,41.5,184,0
L53337,301.1,311.2,1774,29.6,186,0
L53338,301.1,311,1677,29.1,188,0
L53339,301,311,1399,58,190,1
L53340,301,310.9,1570,34,192,0
L53341,301,310.9,1479,44.3,194,0
L53342,301,310.8,1558,34.9,196,0
L53343,300.8,310.7,1358,48.1,198,0
L53345,300.9,310.7,1523,35.8,205,0
L53349,300.7,310.5,1448,38.2,218,0
L53351,300.8,310.6,1416,42.2,225,0
L53352,300.8,310.6,1577,37.9,227,1
L53353,300.8,310.7,1633,27.8,0,0
L53354,300.9,310.7,1573,31.2,2,0
L53355,300.9,310.8,1517,44.3,4,0
L53356,301,310.9,1515,37.3,6,0
L53357,301,310.8,1527,45.3,8,0
L53358,301.1,310.9,1282,67.9,10,1
L53360,301,310.9,1492,44.6,15,0
L53361,301,310.8,1975,19.7,17,0
L53362,301,310.8,1475,35.3,19,0
L53364,301,311,1553,35.8,26,0
L53365,301.1,311,1918,21.7,28,0
L53367,301,311,1437,56,33,0
L53368,301,310.9,1450,45.9,35,0
L53370,300.9,310.9,1749,26.4,40,0
L53372,301,310.9,1428,45.3,47,0
L53373,301,310.9,1578,38.4,49,0
L53374,300.9,310.8,1571,39.9,51,0
L53375,300.9,310.8,1729,30.2,53,0
L53376,300.9,310.8,1701,30.4,55,0
L53377,300.9,310.8,1493,45.8,57,0
L53379,300.9,310.9,1497,43.2,62,0
L53380,301,310.9,1679,29.8,64,0
L53382,301,310.9,1296,54.9,69,0
L53383,301,310.9,1404,41.8,71,0
L53387,300.7,310.6,1447,40.7,82,0
L53389,300.7,310.6,1407,40.5,87,0
L53390,300.8,310.5,1434,44.5,89,0
L53391,300.8,310.6,1360,48.8,91,0
L53392,300.8,310.6,1402,53.7,93,0
L53393,300.9,310.6,1552,34.9,95,0
L53394,300.9,310.7,1392,44.2,97,0
L53395,301.1,310.8,1521,41,99,0
L53396,301.1,310.8,1724,27.5,101,0
L53400,301.1,310.8,1470,49.3,116,0
L53404,301.2,311,1612,32.9,129,0
L53407,301.2,310.8,1479,38.2,139,0
L53408,301.2,310.9,1413,50.1,141,0
L53409,301.3,310.9,2165,17.4,143,0
L53412,301.3,311,1576,30.4,151,0
L53413,301.2,310.9,1467,37.1,153,0
L53414,301.2,310.8,1479,41.2,155,0
L53415,301.3,310.9,1596,33.9,157,0
L53417,301.4,310.9,1414,38.8,162,0
L53418,301.3,310.8,1390,57.4,164,0
L53419,301.2,310.7,1644,31.6,166,0
L53421,301.1,310.5,1324,52.4,171,0
L53422,301,310.4,1476,43.6,173,0
L53423,301,310.4,2204,16.6,175,0
L53425,300.9,310.4,1445,41.7,180,0
L53427,300.8,310.2,1492,46.3,187,0
L53428,300.8,310.1,1405,61.2,189,1
L53429,300.7,310.1,1542,35.5,191,0
L53430,300.8,310.2,1520,37.7,193,0
L53432,300.8,310.3,1538,36.1,198,0
L53433,300.9,310.4,1615,30.9,200,0
L53434,301,310.5,1408,47,202,0
L53435,301,310.5,1379,57.3,204,1
L53436,301,310.6,1493,37.8,206,1
L53437,301.1,310.7,1376,49.1,0,0
L53440,301.1,310.7,1436,45.3,8,0
L53441,301.1,310.6,1417,47.6,10,0
L53442,301,310.6,1641,33.4,12,0
L53444,300.9,310.4,1541,39.1,17,0
L53445,300.8,310.3,1383,46.6,19,0
L53446,300.8,310.4,1368,46.8,21,0
L53447,300.8,310.4,1570,35.2,23,0
L53448,300.9,310.5,1616,33.5,25,0
L53450,300.9,310.4,2021,18.8,30,0
L53453,301.2,310.8,1711,28.9,38,0
L53455,301.3,310.8,1628,32.2,43,0
L53456,301.2,310.8,1233,64.6,45,0
L53457,301.2,310.8,1461,40.6,47,0
L53458,301.2,310.7,1568,38.3,49,0
L53459,301.3,310.8,1432,54.4,51,0
L53463,301.3,310.8,1719,29.5,62,0
L53466,301.1,310.6,1611,35.2,70,0
L53468,301,310.5,1317,50.9,75,0
L53469,301,310.5,1248,61.4,77,0
L53470,301,310.5,1932,21.7,79,0
L53472,301,310.4,1614,31.6,84,0
L53474,301.1,310.5,1529,38.7,91,0
L53476,301,310.5,1429,39.4,98,0
L53478,301.1,310.5,1428,44.1,103,0
L53479,301.2,310.6,1385,49.2,105,0
L53480,301.2,310.7,1517,39.4,107,0
L53482,301.2,310.6,1437,51.2,112,0
L53484,301.1,310.5,1532,37.5,119,0
L53486,301,310.4,1563,34.4,124,0
L53487,301,310.3,1617,34.5,126,0
L53489,300.9,310.2,1382,50.4,131,0
L53490,300.9,310.1,2090,17.8,133,0
L53491,300.9,310.3,1446,44.5,135,0
L53493,300.9,310.3,1440,47.6,140,0
L53496,300.9,310.4,1544,36,148,0
L53497,300.9,310.3,1321,48.8,150,0
L53499,300.8,310.2,1514,40,155,0
L53501,300.7,310.2,1286,64.9,160,0
L53503,300.7,310.1,1351,46.9,165,0
L53505,300.7,310.1,1721,32.3,170,0
L53506,300.6,310,1455,40.4,172,0
L53507,300.6,310,1425,49.5,174,0
L53508,300.7,310,1672,29.7,176,0
L53516,300.4,309.8,1395,48.1,201,0
L53518,300.4,309.9,1681,28.6,206,0
L53519,300.5,310,1451,48.6,208,0
L53523,300.2,309.8,1827,23,6,0
L53525,300.2,309.8,1650,29.6,13,0
L53526,300.2,309.7,1275,60.7,15,0
L53527,300.2,309.7,1421,44.6,17,0
L53528,300.2,309.8,1557,33.8,19,0
L53529,300.1,309.8,1506,35.2,21,0
L53530,300.1,309.7,1362,49.1,23,0
L53531,300,309.7,1542,47.1,25,0
L53532,300,309.6,1496,38.8,27,0
L53534,300.1,309.6,1565,34.8,32,0
L53535,300.1,309.7,1481,37.9,34,0
L53537,300.2,309.8,1398,54.8,39,0
L53539,300.1,309.8,1430,56.7,44,0
L53540,300.1,309.7,1441,40.1,46,0
L53542,300,309.6,1738,28.7,51,0
L53547,300,309.6,1571,33.1,65,0
L53550,300.1,309.6,1321,46.9,75,0
L53551,300.1,309.6,1546,36.7,77,0
L53554,300,309.5,1506,38.8,87,0
L53556,300,309.6,1694,28.7,94,0
L53557,300.1,309.6,1541,37,96,0
L53558,300,309.6,1514,44.6,98,0
L53559,300.1,309.7,1485,45.9,100,0
L53560,300.2,309.8,1430,55,102,0
L53561,300.2,309.7,1771,27.1,104,0
L53562,300.2,309.8,1481,41.9,106,0
L53565,300.1,309.7,1410,48.3,118,0
L53566,300.2,309.7,1656,34.3,120,0
L53570,300.3,309.8,1450,55,135,0
L53572,300.1,309.7,1680,33.8,140,0
L53573,300.2,309.7,1678,30.5,142,0
L53576,300,309.6,1526,46.4,150,0
L53578,300.1,309.7,1351,58.2,155,0
L53580,300.1,309.7,1601,35.8,160,0
L53583,300.1,309.6,1649,33.6,168,0
L53585,300.1,309.7,2151,17.5,173,0
L53586,300.2,309.8,1526,45.6,175,0
L53588,300.3,309.9,1601,31.7,180,0
L53589,300.3,310,1560,40.8,182,0
L53590,300.4,310.1,1544,41.9,184,0
L53592,300.4,310,1423,44.2,189,0
L53593,300.4,310.1,1614,33.5,191,0
L53595,300.4,310.1,1503,42.2,196,0
L53597,300.3,309.9,1540,39.9,203,0
L53600,300.3,309.9,1518,36.4,0,0
L53601,300.3,309.9,1527,41.4,2,0
L53602,300.3,309.9,1377,55.3,4,0
L53605,300.3,309.9,1393,56.1,12,0
L53606,300.2,309.7,1448,36.8,14,0
L53607,300.2,309.8,1418,49.3,16,0
L53610,300.3,309.8,1523,39.2,24,0
L53611,300.2,309.8,1353,59.4,26,0
L53613,300.3,309.9,1570,34,31,0
L53615,300.3,309.9,1621,34.1,36,0
L53616,300.4,310,1769,26.1,38,0
L53617,300.4,310,1282,66.1,40,0
L53618,300.4,310,1581,30.3,42,0
L53619,300.6,310.1,1656,32.7,44,0
L53620,300.6,310.2,1648,31.7,46,0
L53621,300.7,310.2,1639,31.4,48,0
L53622,300.7,310.2,1348,54.8,50,0
L53623,300.8,310.3,1537,33.3,52,0
L53625,300.7,310.3,1662,34.4,57,0
L53627,300.6,310.1,1337,45.8,62,0
L53629,300.6,310.2,1519,44.6,69,0
L53630,300.6,310.2,1378,47.3,71,0
L53631,300.7,310.2,1696,27.5,73,0
L53632,300.7,310.1,1376,50.8,75,0
L53633,300.7,310.2,1807,24.2,77,0
L53634,300.7,310.1,1598,32.8,79,0
L53635,300.7,310.1,1565,40.2,81,0
L53636,300.7,310.2,1387,50.6,83,0
L53637,300.7,310,1395,48,85,0
L53640,300.6,310,1313,52.9,93,0
L53641,300.6,310,1505,35.9,95,0
L53646,300.4,309.7,1740,31.1,113,0
L53647,300.4,309.7,1692,27.4,115,0
L53648,300.5,309.8,1507,42.5,117,0
L53650,300.4,309.6,1379,54.5,122,0
L53651,300.4,309.6,1523,38.5,124,0
L53655,300.5,309.7,1560,30.2,139,0
L53656,300.5,309.7,1384,48.6,141,0
L53657,300.5,309.7,1841,24.6,143,0
L53658,300.5,309.8,1663,29.1,145,1
L53659,300.6,309.8,1418,42.7,147,0
L53660,300.7,309.9,1775,26.6,149,0
L53661,300.7,309.8,1406,48.4,151,0
L53662,300.6,309.9,1480,43.7,153,0
L53663,300.7,309.9,1412,45.3,155,0
L53665,300.6,309.8,1629,37.6,162,0
L53666,300.5,309.8,1939,21.4,164,0
L53668,300.7,309.8,1330,54.4,171,0
L53670,300.7,309.9,1383,44.5,176,0
L53671,300.8,310,1468,52.7,178,0
L53673,300.7,309.8,1363,53.1,183,0
L53674,300.6,309.7,1617,33.2,185,0
L53676,300.7,309.9,1815,27,190,0
L53677,300.8,309.9,1312,65.3,192,1
L53679,300.9,310,1671,26.8,199,0
L53682,300.9,310,2595,13.7,207,0
L53685,301.1,310.1,1457,39.6,215,0
L53687,301,310.1,1558,32.6,0,0
L53689,301.1,310.1,1564,36.8,7,0
L53690,301.1,310.2,1455,55.3,9,0
L53693,301.1,310,1513,38,17,0
L53694,301,309.9,1507,41.8,19,0
L53695,301,310,1480,43.5,21,0
L53697,301.1,310.1,1540,36.6,28,0
L53699,301.1,310.1,1417,46.9,35,0
L53701,301.1,310.1,1666,27.2,40,0
L53702,301.1,310.1,1489,45.8,42,0
L53704,301.1,310.4,1874,24.8,47,0
L53705,301.1,310.4,1312,73.6,49,1
L53706,301.2,310.4,1515,38.4,51,0
L53707,301.2,310.4,1516,44.4,53,0
L53708,301.2,310.5,1546,40,55,0
L53709,301.3,310.6,1481,40.9,57,0
L53713,301.3,310.7,1504,47.2,74,0
L53714,301.3,310.6,1436,44.2,76,0
L53716,301.3,310.5,1406,47.1,83,0
L53718,301.4,310.7,1487,44.6,88,0
L53719,301.4,310.7,1436,54.1,90,0
L53721,301.4,310.7,1509,38.3,95,0
L53722,301.4,310.8,1543,36.9,97,0
L53723,301.4,310.8,1698,29.6,99,0
L53727,301.4,310.8,1740,29.2,110,0
L53728,301.4,310.8,1770,24.1,112,0
L53730,301.3,310.7,1516,46,119,0
L53731,301.4,310.7,1616,36.5,121,0
L53732,301.4,310.7,1786,26.1,123,0
L53733,301.4,310.8,1389,52.7,125,0
L53736,301.5,310.7,1686,27.9,135,0
L53740,301.6,310.8,1961,21.8,148,0
L53741,301.5,310.7,1596,35.4,150,0
L53743,301.5,310.7,1942,20.5,155,0
L53744,301.4,310.6,1557,38.2,157,0
L53745,301.4,310.6,1550,36.8,159,0
L53746,301.3,310.6,1966,22.6,161,0
L53748,301.3,310.6,1521,36.3,166,0
L53750,301.4,310.6,1634,31.1,171,0
L53752,301.4,310.7,1428,53.7,176,0
L53754,301.4,310.6,1578,33,181,0
L53756,301.5,310.5,1644,34.9,186,0
L53757,301.4,310.4,1388,45.3,188,0
L53758,301.4,310.4,1543,40.9,190,0
L53759,301.3,310.4,1501,41.6,192,0
L53760,301.3,310.4,1507,39.1,194,0
L53761,301.4,310.4,1559,36,196,0
L53762,301.5,310.5,1528,35.7,198,0
L53764,301.5,310.5,1372,44,203,0
L53766,301.5,310.6,1453,44,208,0
L53768,301.6,310.7,1457,40.4,213,0
L53770,301.7,310.7,1763,25.9,3,0
L53771,301.7,310.7,2023,20.9,5,0
L53773,301.6,310.7,1679,29.5,10,0
L53774,301.6,310.6,2103,19.7,12,0
L53777,301.5,310.6,1481,46.8,20,0
L53778,301.5,310.7,1424,51.1,22,0
L53779,301.6,310.7,1494,39.5,24,0
L53782,301.5,310.6,1374,46.7,32,0
L53787,301.5,310.5,1556,39.1,48,0
L53789,301.5,310.4,1474,39.9,53,0
L53790,301.5,310.4,1543,34,55,0
L53792,301.6,310.6,1222,70,62,0
L53793,301.7,310.6,1513,41.1,64,0
L53794,301.7,310.6,1660,28.7,66,0
L53795,301.7,310.6,1545,42.1,68,0
L53797,301.6,310.6,1321,60.8,73,0
L53802,301.7,310.7,1493,51.1,87,0
L53804,301.7,310.7,1532,39.8,92,0
L53806,301.6,310.6,1613,42.5,97,0
L53808,301.6,310.5,1593,34.5,102,0
L53809,301.6,310.5,1397,49.4,104,0
L53812,301.4,310.4,1301,51.2,112,0
L53814,301.5,310.5,1396,44.5,117,0
L53815,301.5,310.5,1534,39.3,119,0
L53818,301.5,310.5,1453,44.2,129,0
L53819,301.4,310.5,1380,48.4,131,0
L53820,301.4,310.4,1334,43.2,133,0
L53821,301.5,310.5,1702,28.7,135,0
L53822,301.6,310.6,1431,37.5,137,0
L53824,301.5,310.6,1565,43.9,142,0
L53826,301.5,310.5,1479,34.2,147,0
L53827,301.5,310.5,1927,22.4,149,0
L53828,301.5,310.4,1488,41.1,151,0
L53830,301.6,310.4,1561,35.3,156,0
L53834,301.4,310.3,2203,16.6,169,0
L53835,301.4,310.3,1639,32.7,171,0
L53837,301.4,310.3,1374,47.6,176,0
L53838,301.4,310.4,1430,50.9,178,0
L53839,301.3,310.3,1626,31.3,180,0
L53843,301.3,310.4,1504,47.2,193,0
L53844,301.3,310.4,1538,38.4,195,0
L53845,301.3,310.4,1440,41.5,197,0
L53846,301.3,310.4,1414,51.4,199,0
L53848,301.4,310.5,1476,39.2,206,0
L53849,301.4,310.5,1571,33.9,208,0
L53850,301.5,310.6,1998,20.2,210,0
L53851,301.5,310.6,1357,42.1,212,0
L53852,301.6,310.7,1424,50.5,214,0
L53853,301.6,310.7,1380,51.8,216,1
L53854,301.5,310.7,1618,35.5,218,0
L53855,301.5,310.6,1579,28,220,0
L53856,301.5,310.7,1423,44,222,0
L53857,301.5,310.7,1435,38.5,224,0
L53859,301.6,310.8,1392,42.4,3,0
L53860,301.5,310.8,1417,49.7,5,0
L53861,301.4,310.7,1425,45.1,7,0
L53862,301.5,310.8,1512,38.9,9,0
L53863,301.5,310.9,1318,50.6,11,0
L53864,301.6,310.9,1538,40.4,13,0
L53865,301.6,310.9,1532,43.6,15,0
L53866,301.7,311,1715,24.8,17,0
L53867,301.7,311,1700,28.7,19,0
L53868,301.7,311,1548,40.3,21,0
L53869,301.7,311,1546,43,23,0
L53870,301.7,311,1343,49.2,25,0
L53876,301.7,310.9,1636,31.3,42,0
L53877,301.6,310.9,1643,34.1,44,0
L53878,301.6,310.8,1418,44.7,46,0
L53881,301.6,310.9,1623,34.1,56,0
L53886,301.4,310.6,1381,46.1,70,0
L53887,301.3,310.6,1556,39,72,0
L53889,301.4,310.6,1481,37.6,77,0
L53890,301.5,310.7,1323,49.7,79,0
L53891,301.5,310.7,1426,46.1,81,0
L53893,301.3,310.6,1416,45.2,88,0
L53894,301.3,310.6,1440,53.8,90,0
L53895,301.3,310.6,1576,30.4,92,0
L53896,301.3,310.6,1387,53.6,94,0
L53898,301.4,310.6,2137,18,99,0
L53900,301.3,310.6,1458,48,104,0
L53901,301.4,310.7,1280,61,106,0
L53902,301.4,310.7,1657,28.7,108,0
L53904,301.3,310.6,1560,36.8,113,0
L53906,301.5,310.8,1500,41,118,0
L53907,301.5,310.8,1785,25.5,120,0
L53908,301.5,310.9,1891,23.2,122,0
L53911,301.6,310.9,1385,51.2,132,0
L53912,301.7,311,1503,44.8,134,0
L53915,301.6,311,1485,40.1,142,0
L53916,301.7,311,1527,42.2,144,0
L53919,301.7,311.2,1482,43.6,154,0
L53920,301.8,311.2,1417,55.9,156,0
L53923,301.7,311.2,1418,38,166,0
L53929,301.7,311,1585,35.9,185,0
L53932,301.6,310.9,1706,29.5,193,0
L53933,301.6,310.9,1385,50.7,195,0
L53934,301.8,311.1,1495,36.9,197,0
L53936,301.8,311.2,1840,26.6,202,0
L53937,301.8,311.2,1822,26.2,204,0
L53938,301.7,311.1,1644,32.8,206,0
L53939,301.7,311,1441,44.3,208,1
L53940,301.5,310.9,1451,40.6,0,0
L53941,301.5,310.9,1400,50.8,2,0
L53942,301.4,310.8,1362,53.2,4,0
L53944,301.4,310.9,1536,38.3,9,0
L53945,301.5,310.9,1580,32.3,11,0
L53947,301.3,310.9,1509,41.7,16,0
L53949,301.2,310.8,1392,52.6,23,0
L53952,301.3,310.7,1536,39.3,31,0
L53953,301.3,310.8,1381,47.9,33,0
L53955,301.2,310.6,1670,30,40,0
L53956,301.3,310.6,1451,47.5,42,0
L53957,301.2,310.7,1951,21.3,44,0
L53960,301.3,310.8,1560,38.5,52,0
L53962,301.3,310.8,1531,53.4,57,0
L53963,301.3,310.8,1450,46.9,59,0
L53965,301.2,310.6,1389,45.3,64,0
L53966,301.2,310.6,1409,50.9,66,0
L53971,301.2,310.7,1551,41.2,82,0
L53972,301.2,310.6,1811,24,84,0
L53973,301.3,310.7,1608,31.4,86,0
L53974,301.3,310.8,1428,55.2,88,0
L53975,301.4,310.8,1477,50.4,90,0
L53978,301.2,310.7,1676,32.4,98,0
L53981,301.1,310.7,1334,48.2,106,0
L53984,301,310.6,1588,33.7,114,0
L53986,301.1,310.8,1608,32.9,119,0
L53987,301,310.8,1549,41.4,121,0
L53988,301,310.7,1391,45,123,0
L53989,300.9,310.8,1490,38.1,125,0
L53990,301,310.7,1727,34.5,127,0
L53991,300.9,310.6,1504,46.4,129,0
L53992,300.9,310.6,1350,53.8,131,0
L53995,300.9,310.7,1427,44.1,141,0
L53996,300.9,310.7,1477,43.2,143,0
L53999,300.9,310.7,1359,46,151,0
L54000,300.8,310.6,1551,34.5,153,0
L54004,300.9,310.7,1740,25.3,164,0
L54005,301,310.9,1828,25.1,166,0
L54006,301,310.9,1822,21.6,168,0
L54008,301,310.9,1392,52.9,173,0
L54011,301.1,311,1565,52.3,183,0
L54013,301.1,311.1,1387,53.1,188,0
L54014,301.1,311,1378,51.1,190,0
L54015,301,310.9,1809,25.7,192,0
L54018,301.1,311.1,1570,41.6,202,0
L54019,301.2,311.2,1558,34.1,204,0
L54020,301.1,311.1,1799,21.7,206,0
L54022,301.2,311.2,1635,29.6,211,0
L54023,301.3,311.3,1509,42.5,213,0
L54027,301.2,311.4,1757,28,6,0
L54029,301.1,311.3,1498,37.6,11,0
L54033,300.9,311.1,1417,40.7,24,0
L54034,301,311.2,1511,42.9,26,0
L54037,301.1,311.3,1622,35.6,34,0
L54038,301,311.2,1467,45.4,36,0
L54040,301.1,311.2,1910,20.2,41,0
L54043,301.1,311.3,1630,29.5,51,0
L54044,301.1,311.3,1268,60,53,0
L54045,301.1,311.4,1531,38.7,55,0
L54047,301,311.3,1342,50.9,60,0
L54048,301,311.2,1363,46.3,62,0
L54049,301,311.2,1412,42.1,64,0
